,Unnamed: 0,overall,reviewerID,asin,reviewerName,reviewText
140,140,4,A1POJBC0L210UT,0002005263,Ellen L. Beno,"I can almost smell the dry red clay and see that beautiful blue sky as I read this book. This book is a quick read but has some interesting twists to it.  I can close my eyes and remember traveling a small state highway along the Great Divide on my way to see the V.L.A. near Datil, NM.  I had read only a couple of the Jim Chee/Leaphorn books when I visited Gallup, New Mexico in 92 and 93 but I almost expected to see one of the books' characters appear at the Giant Truck Stop coffee shop or one of the tiny diners we saw on Hwy 36.  Jim seems to be taking a big step in this book so I will wait patiently for another of these charming suspensful novels and I hope my husband gets me this one on tape too.  Thank you Tony Hillerman."
141,141,4,A2X9XKFB18UQCU,0002005263,bestseller92,"""The Sinister Pig"" (a term which has a couple of meanings in the book) is another fine addition to Tony Hillerman's Joe Leaphorn/Jim Chee series.  This one involves a somewhat more complex plot than most of the previous ones, and as for character development, Mr. Hillerman seems to take it for granted that the readers of this book have also read at least some of the others, and that therefore he does not need to go into too much detail as to the personalities of his characters.  Having said that, though, I enjoyed the book very much, and my only real complaint is, as with ""The Wailing Wind"", it is, at about 230 pages, just too short.  But it is always a rare treat to be reunited with our old friends from the Navajo Tribal Police, and as an added bonus this edition features a happy ending romantically for the ever-lovelorn Jim Chee.  Here's hoping Mr. Hillerman keeps the Leaphorn/Chee series coming, and that he adds a hundred or so pages to his next tale."
142,142,4,AEC46NVS07MJ9,0002005263,charles falk,"Legendary lieutenant Joe Leaphorn and his protege, sergeant Jim Chee, have come a long way in the sixteen Hillerman books in which they have figured.  The early books were traditional police procedurals set in the unique environment and society of the Navajo Reservation.  The crimes that led to murder were relatively small in magnitude: stealing Indian artifacts, robbing a casino, or revenge.  In recent Hillerman books, the crimes have grown in scope to encompass serial killing, international drug smuggling, and theft of billions of dollars worth of natural gas.  Bigger is not necessarily better.  The Sinister Pig seems closer to Ludlum that to early Hillerman.
A CIA expert on middle eastern oil pipeline technology is murdered while on a freelance investigation for a US Senator in the Four Corners area.  Both Chee and the local FBI agent are quickly frozen out of the investigation by FBI headquarters.  Chee continues to probe for information with help from the retired Leaphorn, ""Cowboy"" Dashee (now a BLM law enforcement officer), and Bernie Manuelito who has joined the US Customs Border Patrol.
As in Wailing Wind, Bernie is the pivotal character in the story.  Through her eyes Hillerman shows the reader how the US Government goes about trying to interdict illegal immigration and drug trafficking on the border with Mexico.  It is not pretty.  Chee is as inept as ever in dealing with his romantic interest in Bernie.  While there were genuine obstacles to overcome in Chee's earlier love affairs, his inability to make his true feelings known to Ms Manuelito seems merely callow.
We know who the villain of the piece is almost from the outset.  He not only has the CIA agent killed, but arranges to have a young congrssional aide he has impregnated vanish.  Lacking the whodunit element, the reader has only suspense to fuel his interest.
Hillerman's descriptive skill is as sharp as ever and his ear for dialogue as true.  Leaphorn is still Leaphorn.  Should we ask for anything more?"
143,143,4,A9ANMVCEOQ8P7,0002005263,Bruce Trinque,"""The Sinister Pig"" is another in Hillerman's long-running series of mystery novels centering upon the now retired, but hardly inactive, Lieutenant Joe Leaphorn and Sergeant Jim Chee of the Navajo Tribal Police.  This time the plot is in part inspired by the continuing scandal over the mismanagement - embezzlement and outright theft may be closer to the point - of funds due to Southwest Indian tribes for oil, gas, and coal taken from their reservations under Federal auspices.  An investigator sent by a powerful Washington, DC, senator to nose around turns up dead with a bullet in his back.  It is Jim Chee's case - or at least as much of the case as the FBI will let him handle - but it is immediately clear that somebody with high connections back in Washington wants the investigation squelched.
Meanwhile, Jim Chee has something else on his mind.  Bernadette Manuelito, formerly an officer in the Navajo Tribal Police, has taken a new job with the Border Patrol, 200 miles away, just when Chee was working up his resolve to make his personal interest clear to her.  And now Bernie has stumbled on some mysterious goings-on along the Mexican border that might tie in to the unsolved murder back home.
Hillerman departs somewhat from his usual format by writing several chapters from outside the viewpoint of Leaphorn and Chee (and Bernie Manuelito).  Unlike in most Hillerman novels, we very quickly learn who the bad guys are, although a mystery remains until the final chapters as to exactly what they are doing.  In general Hillerman's villains are not especially villainous, their motivations often arising from quite ordinary circumstances that lead them into crimes they never intended.  But in ""The Sinister Pig"" the chief villain is as close to plain evil as Hillerman is ever likely to get.
One disappointment: an element which usually sets Hillerman's mystery novels apart from all others is their exploration of the culture and religion of the Navajos and their Indian neighbors, this being integral to the book plot and often crucial to the solution of the mystery at hand.  In the present novel we see almost nothing of this, except for some peripheral matters that only touch upon Jim Chee himself.  Washington powerbrokers are a less engaging group than the people of the Big Rez.
""The Sinister Pig"" is not the best of Hillerman, to be sure, and it might be argued that it works primarily as simply being part of a continuing series about characters to whom we have come to feel close over the years.  But a Hillerman book that is not amongst his best work is still a good mystery.  And readers who count Joe Leaphorn and Jim Chee as literary friends will want to find what has now happened in their personal lives.
Hillerman's Navajo novels have continuing background stories that develop from novel to novel over time.  Therefore, readers new to Hillerman would be well advised to begin not with this latest novel but back at the beginning of the series, getting to know the characters as their lives evolve.  There's plenty of good reading to be had along the way."
144,144,5,A25SQVXZL0OICV,0002005263,m.h.,happy
145,145,5,A2BTLILDJGPHBP,0002005263,John Yeager,"I chose this rating because I could not consider a lower rating for a Tony Hillerman novel. It is a perfect blend of mystery, folklore and culture. It seems that I  have been reading these books for a good part of my 71 years. Now that I  have discovered Anne Hillerman novels I will be reading Leaphorn and Chee stories for the foreseeable future."
146,146,5,A9KF6TVHK49XH,0002005263,Kathleen M Morrow,Glad to have Hillerman on CD so I can enjoy the book on my travels.
147,147,5,A3NUCX3B0OZ8RK,0002005263,Arthur J. De Leon,"Tony Hillerman was adept in his portrayals of the Navaho police, the scenery, & his plots are zesty. The book was from a Library, in almost pristine condition. Arrived very fast. Am heartily enjoying right now."
148,148,5,A33WRKQCQ2R9JJ,0002005263,Mary S,"Another great Hillerman story. Interesting plot, great characters, happy ending for Bernie and Chee, not much more I can say."
149,149,3,ARVOX5K5ZJOJR,0002005263,Daniel,"Not everything I read is an ARC ... I'm a pretty dedicated library user as well.

I've long been a fan of the American Southwest.  It is one of my favorite places to visit and vacation.  I've also been aware that Tony Hillerman - a name that any bibliophile should recognize - writes mysteries set in the American Southwest.  So why haven't I read his works before this? Mostly I think it's because I've only recently developed an affection for the mystery/thriller genre.

Although sixteenth in a series, I don't get the impression that reading the previous fifteen books in a necessity to enjoy this.  The reader is likely to understand some of the character relationships that have developed over the course of the series, but the story itself seems to be contained within the covers.

Bernadette ""Bernie"" Manuelito once worked for the Tribal Police but now is a Border Patrol/Customs Officer.  She quickly develops a reputation for herself and while helping out some stranded border-crossers, she is told that a photo of her has been circulating around Mexico, identifying her as potentially dangerous and someone the criminals might want to be rid of. She becomes a target when she visits an exotic game ranch which was once a station for a gas pipeline.  Unknown to Bernie, but figuring it out when he learns she's become a target, is Sergeant Jim Chee, who is madly in love with Bernie.  The old pipe lines might be in use to smuggle something in to the country. But knowing what is being smuggled and who is the force (and money) behind the operation, is something that brings even more danger to Bernie, Chee, and Joe Leaphorn.

I found this to be pretty standard (and average) mystery/thriller fare. The bad guys were appropriately bad, but they also seemed sort of 'Bond' bad - stereotyped bad guys.  Wealthy, white, powerful, connected.

I found the set-up really interesting and the regular characters pretty believable and worth following for a couple more books at least, but I was disappointed in the 'resolution' of the story.  I'm not real fond of the deus ex machina  ending or the dumb luck/getting out of a jam because of something or someone completely outside of the protagonists control.

As I say, this was pretty average.  It often felt very dated, not just but how characters were acting, but how they were being portrayed.  I'll read a few more and see how I feel about the series.

Looking for a good book?  <em>The Sinister Pig</em> by Tony Hillerman is a pretty average mystery set in the American Southwest."
150,150,5,A353L9MM29O3UV,0002005263,Steve Brannan,This has been one of the MOST captivating and intriguing of Hillerman's books yet!
151,151,3,A3VTEB4N3JVPYF,0002005263,retiredandlovinit,"The plot and action are fine. Tony Hillerman certainly can tell a story, and although this one is only on Navajo land for a short time as the scene for the murder which opens the book, Hillerman does an excellent job of re-setting the scene in southernmost New Mexico as Officer Bernie Manueliti leaves the Tribal Police for a new job with the US Border Patrol. Cowboy Dashie and Joe Leaphorn play their usual solid key roles, a rogue pilot/political henchman adds a great deal to the plot, an evil villain gets what he deserves, but the steady and taciturn Jim Chee is instead portrayed as a bumbling idiot, especially when facing his feelings for Manuelito. All the parts of the plot make sense and intersect nicely, the title fits nicely, but unfortunately there is very little authentic Navajo lore to add to the atmosphere. That is usually a highlight in a Hillerman novel, and I missed that. I still would have given the book 4 stars, if it weren't for the really weak ""romance"" between Chee and Manuelito. It never felt real or genuine, and its lame, sobbing 1950s-style resolution should make every female reader shake her head in despair. All mystery lovers and Tony Hillerman fans expect better from such a skilled author."
152,152,4,A1YHS5P5DLMA2O,0002005263,Linda L Stewart,https://images-na.ssl-images-amazon.com/images/I/51spdzT7UmL._SS300_.jpg
153,153,5,A1LNKTDPF154ND,0002005263,Bradley P. Pickett,One of his best.
154,154,5,A1YTZAZZ1L32RL,0002005263,Chuck,Ok reading
155,155,5,A2TOY6KGR7BON1,0002005263,Satisfied Texan,I read the book a few years ago and enjoyed it a lot.
156,156,5,A3LAQSHW9IVKUO,0002005263,Amazon Customer,"Typical Hillerman, the only mystery set in modern day- series of American Indian culture wrapped in Traditional and Ancient ethnology that held my interest from start to finish, you will love the characters (the good guys) and despise the (bad guys) and see the unconscionable results of the Indian downfall, and hopeful transitions made for their future in transition.  I recommend obtaining all of the series and read them in order, starting with the ""Blessing Way""."
157,157,5,A21OVLZW4BFF6R,0002005263,RLA,"A really enjoyable story that literally ventures off the reservation.  A good plot with the usual characters, less of the mysticism that Hillerman sometimes seem to dwell upon."
158,158,5,ALFZQWJS6CHIN,0002005263,jrh,"If you love Hillerman, you'll love this!"
159,159,5,A1MN8SBTGP90GQ,0002005263,Douglas Reid,Another Hillerman classic.
160,160,5,A1X9AW4B7SYGBZ,0002005263,L. R. Jinks,A very good read.
161,161,5,A2NKR6UJG80TZY,0002005263,Georgia W. Roessler,Learn something new with every HIllerman book.
162,162,5,A2XC3VWHT2YX7W,0002005263,Everett Vezain,Great story.
163,163,4,A19S1GJKOQDT3K,0002005263,Kindle Customer,good read
164,164,5,AUIXPY0FM4AT8,0002005263,Amazon Customer,great book
165,165,5,A1IZ5UWI7DK85X,0002005263,Joanna K D Kincaid,Anything Tony Hillerman wrote is top shelf!
166,166,4,A3UHRT62SMS7M7,0002005263,Velma,"Hillerman has a poetic way of describing the setting for his stories.  The stories include
detailed information about the traditions of the Navajos...their beliefs and how they have
Adapted to modern day living.  I enjoy his stories because I knew nothing about the Native
Americans.  The story plots are always unique and the endings unexpected.  He is a good
Storyteller."
167,167,5,AWNSW4WCQAGGC,0002005263,C. Holle,Great story teller.
168,168,5,A2B4R7L8FX9BGT,0002005263,Wilma Immonen,Love it.
169,169,5,AQWJOMHILV3HM,0002005263,Susan Little,"As always Hillerman fills my mind with pictures of Canyon De Chelle that I visited when in my teens. The meeting again of friends, Leaphorn, Chee, and Bernie, make my dreams complete."
170,170,4,A23Q5CVR7OQT0P,0002005263,William H. Cartmell,
171,171,5,A2M21MDLT8EBKB,0002005263,Carissima,Hillerman is always good.
172,172,3,A1WNWXDL5DB6OJ,0002005263,Richard B. Heagler,Good background. Interesting premise that is believable. My only complaint about all of the Hillerman stories is the endings. The hero always has a miraculous escape. You can count on it.
173,173,5,A8Y7VL4GFT3I5,0002005263,honey badger,"Like all Tony Hillerman books the story caught you in a web of unanswered questions and great characters. He mixes in a tremendous knowledge of the Navajo traditions and spiritual beliefs.you get a story that keeps you guessing, you can't wait to reach the end, but, when you do you wish for much, much more, Try one of his 18 Navajo mysteries and I think you'll be hooked. Enjoy!!"
174,174,5,A18BXJ1QUUU67M,0002005263,Lillian Miera,"I have loved reading tiny Hillerman novels. The books are a ""you can't put down""  type. Hope to read all his books"
175,175,5,A0334855HN6E38CXWXZR,0002005263,john smith,another great novel featuring life from the Native American prospective
176,176,5,ARLA7GF4WHXWP,0002005263,Kindle Customer,Features the moment Chee realizes he loves Bernie. If you are a fan of this series its a big Yeah!!
177,177,4,A3Q8Q17PZPTG02,0002005263,davep,Hillerman books are always good.  I miss him.  Anne's books are great.  I've read and enjoyed them all.  Read then in order.
178,178,5,A19E00EBW5T4P8,0002005263,Robert Combs,Great. Just what you'd expect from a Tony Hillerman book.
179,179,5,AXW91NZREQK7W,0002005263,Gene Gallegos,Excellent writing by Hillerman!
180,180,5,A3H8VQG6WD8A0W,0002005263,DebbieL.,Cant say enough good about this.
181,181,5,A1LKK0BIG205MK,0002005263,michael d rinaldi,"Having toured the four corners five years ago, I find his books even more enjoyable. This was another good read with an excellent plot."
182,182,5,A3HZRBE0COF63O,0002005263,Dawn,"Great author, well written books.  A great read"
183,183,5,A359IT4L5PTY29,0002005263,James K. Adams,Great story in the Hillerman tradition.
184,184,5,A3MBBXYIXNC44X,0002005263,Lauralee Barton,Can't get enough of Tony Hillerman
185,185,5,A2PLFV5938ESJD,0002005263,jerry  lamar lassetter,Good!
186,186,5,A2NBN7BOPSBZ8J,0002005263,M. moretti,Just love Tony hillerman
187,187,4,A1JMSX54DO3LOP,0002005263,Bookzilla,"Compelling, twisting mystery involving several law entities.  The author skillfully weaves a varied story line of love, drugs, jurisdictional CYA and happily ever after's.  Believable characters, entertaining and informative dialogue.

I may re-read this book and always look forward to other works by this author."
188,188,5,A2IUN4UQ9TTQAU,0002005263,gramD.NV,"Oh! this was a super thriller.  But, then I have loved every one of Tony Hillerman's Joe Leaphorn/Jim Chee series. Now that he can no longer write more, I'm reading books by authors Aimee and David Thurlo, to whom Hillerman was their mentor. I enjoy getting a peek into the Native American view of life when it gets entangled with Anglo law, etc."
189,189,5,A3VESYBWYWS6EZ,0002005263,Frederick M Martone,quick read from the most excellent author. fun
190,190,5,ADLKZMNMVGA0Y,0002005263,Grandma Sandy,Best one I've read so far of Hillerman's (#4). I think this might have been his last one.
191,191,4,A39WOO4Y1GY6PZ,0002005263,John C. Stewart,Not up to most of Ton'y novels but a good plot and fun read.
192,192,4,AKATSLETUOKPT,0002005263,vmwebb,the late tony Hillerman was one of the greatest in this genre.  I would highly recommend any of his books.
193,193,5,A1XQ1JB4A3UWIK,0002005263,Betty Louise,Not one of the best of Hillerman's Navajo series. Bernie is now in U.S. Border Patrol. On the job she unknowingly caught the attention of drug dealers. They feel she is undercover for Navajo Police and decided to kill her. Her Boss takes her picture which is shown around the drug dealers.  Bernie's friend call Joe Leaphorn who puts the situation in perspective. He tells Jim Chee to go and bring her back. Chee asked Cowboy Dashes who is now working in law enforcement for the BLM to drive him there. Will they be in time to save Bernie and will Jim Chee understand why Bernie left the Tribal Police? A good light read.
194,194,5,AQ2SGEU5O3CPU,0002005263,Victoria Sharpe,Great story all of Hillerman stories are great.
195,195,4,A3SBT9C1BH4NW,0002005263,william c hunter,Should be required reading for all persons connected or even curious about law enforcement at our southern border.  And full of enjoyable suspense.
196,196,5,A2YB27DQABTR10,0002005263,Samuel  B Sagi,great book
197,197,5,A3IUCGFLQW5WMC,0002005263,Dorothy,Great.
198,198,4,A2VJ42YOETXTGJ,0002005263,Haroldoja,Awesome reading....the scientific premise around Einstein's Time Distortion makes this a very thought provoking book.
199,199,5,A3S62U3MSPH202,0002005263,L. Busse,I enjoy these books
200,200,5,APUS1UN6XMBBA,0002005263,Norma Cotton,excellent
201,201,5,A22QFL2QV9336P,0002005263,Morris E. Graham,"Another great Hillerman Leaphorn-Chee mystery. As usual, Hillerman brings a modern mystery into Navajo reservation. An execution stryle murder leaves leaphorn and Chee puzzles and they try to unravel the hows and whys. Finally Chee gets the girl! This is excellent."
202,202,3,A18A4U7H4MWSP,0002005263,RIki Blahut,Predictably fun to read.
203,203,4,AGENS6MY9PZGW,0002005263,Anthony Mitchell,"As with all his Chee and Leaphorn novels, Hillerman delivers a clever little mystery sat in the dark southwest that is very worth reading if you like his other books.  There is a conflict between Bernie and Chee over them getting back together after a separation while an enemy lurks in the shadows to cover up a murder for well, you can guess the motive.  I really like his novels since they provide a glimpse into Native American life which I rarely find in other books.  He has a solid and established brand that carries on through generations of readers and novels like this keep the fire burning.  Definitely a wise purchase!"
204,204,5,A18CEK0KG2GQYT,0002005263,grannie annie,"I've always enjoyed Tony Hillerman books and this one is no exception.  I love them because the detective mysteries are not predictable, the chance to  learn about the Navajo culture, and the books are safe to read to any of my grandchildren."
205,205,2,A1CGSEC9WH69P0,0002005263,Mary Matthews,I don't like Hillerman novels.  It was chosen for our book club. .
206,206,5,AX1NAI8PKSVWM,0002005263,Frances K. Gange,"You can never go wrong with a Tony Hillerman book.  So fascinating, intreguing and sharing of the knowledge of the MidWest keeps the little gray cells entertained.  Thank you once again Tony.  Recommended reading ....  top notched.  Fran G."
207,207,3,A3MBENSVWGUFRK,0002005263,Carl Alves,"This novel starts off with Navajo Tribal Police sergeant Jim Chee finding a corpse in tribal lands near a natural gas field.  The FBI is trying to take over the case, saying that it was a hunting accident.  Joining Chee on the case is the familiar characters of Joe Leaphorn and Bernadette Manuelito.  Conspiracies abound, and not surprisingly, the US government aren't necessarily the good guys.

 This is a solid novel, perhaps a little better than some other Hillerman novels I have read.  The plot is logical, the writing professional.  The downfall is that nothing really stands out about this novel.  Its not the sort of novel that youll remember long after you read it.  Its descent enough to pass the time and is a solid read, but not particularly memorable.

Carl Alves  author of Blood Street"
208,208,4,A27RAHQMS3SSUS,0002005263,Amazon Customer,good book
209,209,5,A0790722OCX87RKL2J3T,0002005263,momindelrio,"Tony Hillerman is one of my favorite mystery writers.  I enjoy his two prominent characters, Jim Chee, a young traditional & Joe Leaphorn, the older, but non-traditional Navajo.  Following their adventures as radically different characters is most enjoyable.  Hillerman's descriptions of Arizona's desert country & Navajo culture blend seamlessly into the plots.  Sinister Pig is largely about Bernie Manuelito & her dangerous adventure with the Border Patrol."
210,210,5,A3EHZMD24B5BQ0,0002005263,Sola49,Good
211,211,3,A2XCYD5CI5JUL8,0002005263,David L. Gjestson,"Once again Leaphorn and Chee engage in a joint effort to solve a crime, and rescue a damsel in distress! This time, Chee finally gets the girl! This tale starts of rather obliquely with the death of an unidentified man seemingly unconnected to the new border patrol job acquired by Officer Bernie Manuelito. The plot unfolds rather rapidly after Bernie's picture shows up in some bad places in Mexico. Actually, the plot unfolds too rapidly and takes away the mystery usually captured in Hillerman tales. However, the reader will enjoy an ending that hints of more adventures to come by a new two-some."
212,212,4,A2LJJ70H2V1LGG,0002005263,crystal jaczuk,"I have come to enjoy Tony Hillerman's books.  My friend is a Navajo Indian who grew up on a reservation.  She suggested Tony Hillerman as a good author to learn more about the Navajo culture.  And she was right, I am.  The Sinister Pig is easy reading and educational in more ways than one even realizes as they are reading.  You don't have to pause to wonder what the author means, it is clear as day.  The one thing I wish I had known before purchasing the Sinister Pig is the fact that the many many Hillerman books go in order.  So, I did not have much background information on the characters.  It is possible to still read it, Hillerman does provide some facts from previous books. But, I believe it would have been better if I went in order.  It would have been a much more rounded book with more sympathy or empathy for these characters, provided by reading the previous books. Which I now plan on."
213,213,5,A2VP4K4EZQMK0H,0002005263,Jimmie,This is a good read by Hillerman.
214,214,5,A20EEWWSFMZ1PN,0002005263,Bernie (xyzzy),"Not quite the Hillerman formula but done well just the same. All our old friends are in this story and it looks like everything can be wrapped up if Hillerman decided would be his last. However, it looks like there is at least one more novel and probably two. In this novel, we get to be into the heads of the good guys and bad guys from the start as they banter around.

An ex-CIA spy with knowledge of the oil industry is sent to find out information on how oil companies bypass paying royalty money to the First Nations Trust Fund. He ends up committing suicide with a bullet in the back. Mean while way down south Bernie now with the U.S. Customs Service gets lost, goes off the map, and puts her foot in it.

Bernie's co-worker gets suspicious and tells Joe. Jim gets out some snaps; Joe gets out his maps; Bourbonette gets out the coffee and brains. They hold a committee to figure out what is happening.

Will Bernie smell what she stepped in, or just walk right in to her demise?

Will the cavalry arrive over the hill in time (does not look promising?)
Who or what is the ""Sinister Pig?"""
215,215,3,A31837O2LNB9OY,0002005263,Bob Williams,"Not quite as intriguing as many of Hillerman's works, but it was, nonetheless, a good read."
216,216,5,A2XLTU77IHXT7D,0002005263,Wendy Walker,Very good writing.  I miss Tony HIllerman.
217,217,5,A2PO2J1E3U2WP8,0002005263,History Prof,"I love Tony Hillerman's work and am sad that he is no longer with us to tell great Leaphorn/Chee stories. I lived in Farmington, NM for many years and am familiar with the Navajo Tribe and the many beautiful landscapes and places he describes. His books are always respectful of Navajo culture and a great read!"
218,218,5,A1M2DFP0F1AM7O,0002005263,Triproot Stumblestone,Just in time for alzheimers onset.  I can read them all over again!  Seriously Hillerman tells an excellent story and you get a window into another culture in the background.
219,219,5,A1NMMEMQXWKEY5,0002005263,Kindle Customer,"I believe this was Tony Hillerman's last work before his death?  If so, it is a fitting last hurrah to a stellar writing career.  Plot,  characterization, dialogue were all imaginative and superbly written.  It is a story of good (Leaphorn and Chee) and innocence (Bernadette Manuelito) vs super-rich and powerful evil, and a man who redeems himself from evil through his love for a good, although flawed, woman.  Good, innocence, and redemption, after much suspense emerge victorious, of course, and my only disappointment is that the author did not give the villain a more fitting end.  I will miss Hillerman and his characters, his respect for American Indian culture, and the thoroughly Catholic world view that underlies his novels.  Requiescat in Pace."
220,220,5,A2OFD4N2V01UJ0,0002005263,trsmilitaria,"Moves Jim and Bernadette along--with some dope dealers.  Another ""sinister Easterner disturbs hotzo"" yarn, complete with some good bad guys."
221,221,4,AZ29QKQ3P9RSF,0002005263,Harvey Moore,Many good characters and story lines.  Only one character's story is completed at the end of the book.  Leaves you wanting more story about what happens to the everyone else.
222,222,5,A59MFVKCBM81,0002005263,Brenda Nethery,Tony Hillerman has done it again!! He is such a great storyteller;and I absolutely loved Bernie 's character in this book.
223,223,5,ABRGP7CAWC12R,0002005263,Tracey,The sinister pig is an excellent who dunnit & is part of the Navajo series. but they really must be read in the correct order.
224,224,4,AJ0S3H4FWF3E6,0002005263,Kris Long,"If you like Tony Hillerman's characters and style of writing, this book does not disappoint.  Another good read from a good writer."
225,225,5,A34LD0NF74M4YL,0002005263,Michael A. Starsheen,"I gave this book five stars because it is fast paced, suspenseful, and a good time. It builds up the characters in new ways, and brings closure to some ongoing story lines."
226,226,3,A2ICKSJ6T7WIBO,0002005263,Arthur Digbee,"While most of Hillermans Joe Leaphorn novels rest on a strong sense of place, this one could take place almost anywhere. It also shifts the focus from the retired Leaphorn to Jim Chee and especially Bernie Manuelito.  I found some of their decisions puzzling, to say the least.

The plot here is also weaker than others. The story rests on a device that I have seen elsewhere, in both film and novels, including a variant in one of the older James Bond movies. Its not that mysterious, and unfortunately I did not find the denouement at all credible.

Still, Hillerman knows how to move a story along. Its a decent airplane read."
227,227,5,A8G6KQD2JH8NW,0002005263,KenGordon,Every Hillerman novel is wonderful and deserves multiple readings.  I even like the one written by his daughter.  I have all of Hillerman's novels (except the Vietnam one).
228,228,5,A1B2SXH9MHXLB2,0002005263,Phyllis Prodan,I have been a Tony Hillerman fan for years. When I ordered this audio book it was because of the title. Listened to this story while exiting Colorado. The mountains and sand dunes were my vista. The story was light but tangled.
229,229,5,A1SFGWZDT7VW5M,0002005263,Bill or Tracy K,I was glued to every word! I'm not accustomed to hearing background info on books I love by the author.
230,230,2,A2IP27AZB3D1SM,0002005263,J. A. Drummond,"I have read many of the Hillerman books and enjoyed them immensely.  The later books, however, were not up to his earlier work, I am sorry to report.  The story gets near the end, and it seems like someone else had to finish the story."
231,231,4,A32P4UYG6FHW8D,0002005263,MissAda,"This is older offering of Hillerman's, but the title intrigued me, so I ordered it.  I was not at all disappointed and learned the reason for the title to be very interesting."
232,232,3,A1HHTBQYHJ3G6L,0002005263,Gary Wells,"Tony Hillerman has written some of the best police procedurals in the second half of the 20th century.  The Sinister Pig is not one of them.  It's a good yarn, better than what most other writers churn out.  The problem is how it stands when compared to others by Hillerman.  This one falls a bit flat."
233,233,5,A1D1NZGC903VCM,0002005263,Marbee,"I have read all of the Leaphorn/Chee mysteries, I was disappointed when Mr. Hillerman passed away, and was no longer writing any more of these great mysteries."
234,234,4,A2L011SW64C71U,0002005263,Kindle Customer 2009,"Like all of his books, the characters are real and he makes you feel that you are right there with them."
235,235,5,AQYVOM8WORWPQ,0002005263,Drnogo,"Tony HIllerman books are always excellent reading. If you haven't read any, don't wait any longer. kWorth your time and money."
236,236,5,A1IKEBJX95DXL7,0002005263,jannieree,Have read most of Tony Hillerman's novels. I always enjoy his Chee and Leaphorn stories. I wish all of them were available for my Kindle Fire.
237,237,5,A1KAKJJCS78ZQU,0002005263,Silly Sally,"I really appreciate his writing style and love the twists and turns his stories take.
The last 3 books I have not yet read in paperback I have now read on my kindle."
238,238,5,A324NNSMM9EFML,0002005263,Patto,"Officer Bernadette Manuelito is a good investigator  intrepid, clever and resourceful. But it's these very qualities that seem to get her in difficulties. Now she's no longer a cop working for Sergeant Chee at Shiprock. Partly to forget Chee, who's failing to get romantic, she takes a job on the Mexican border. There she encounters some shady characters and dicey situations on a mysterious ranch stocked with exotic game animals.

Chee meanwhile is occupied with a mysteriously well-dressed unidentified dead body. Leaphorn too gets involved in this case.  But neither is too busy to worry about Bernie and get involved in her complications.

Bernie gets a quick education on border patrolling, and so do we. There is a wonderfully despicable villain in the plot, and an unexpected hero.

Chee's best friend Cowboy Dashee also plays a role. He's an Apache and prone to poke fun at Navajos, the heredity enemy of his tribe. His quips are always amusing.

The Leaphorn and Chee mysteries are consistently delightful, with clever plots, tense action, engaging characters, terrific atmosphere, and always a fascinating picture of Native American culture in New Mexico.

But I will add that my husband, a fellow Hillerman fan, found this book a bit weak with the contrivance of too many coincidences. I also read in a book by Anne Hillerman that The Sinister Pig gave Hillerman the most trouble of all his books, because he was less familiar with the location. I love these books so much that I'm not critical of the contrivances. But see what you think."
239,239,5,A3QYED2BGXI1J4,0002005263,Steve Huete,"You cannot go wrong with a Hillerman novel!  He has created real, sympathetic characters in Leaphorn and Chee, and treats the Navajo culture with respect and affection, and the plots are interesting and engrossing.  Get all the books!  You will not regret it."
240,240,4,A2L1WOL3CPMLZ7,0002005263,K.D. Keenan,"I thought I'd already read all of Mr. Hillerman's mysteries, but somehow I missed this one. It was up to his usual standards and I enjoyed reading it. Mr. Hillerman's knowledge of and respect for Native American cultures and his thorough research means that I always learn something new."
241,241,5,A2UBANTL5PBEYX,0002005263,Trish,"Extremely well written book using all of Tony's characters in a very unique way.  Combining several cultures, geographical areas and plots. Wish this was not his last.  I will miss Tony and hope his daughter continues in his wake."
242,242,4,ARQ9AJMB7K2P8,0002005263,F HAGMANN,Beautiful and poetic description of the New Mexican deserts and insight into the different local tribes their reasoning and their customs
243,243,3,A4ZKAHC5AXCQH,0002005263,david klamper,slow more for a junior high kid..  real basic poor plot.  you could see what was going to go on.
244,244,5,A173A6FDY7AF1F,0002005263,Amazon Customer,Another example of a wonderful experience through a mystery with twists and turns only possible by the pen of a master storyteller. Jim Chee and Joe Leaphorn are like old true friends and I am always excited to look in on their lives and travel with them one more time. Well done.
245,245,3,A1IDOCLKG8RZAQ,0002005263,Jacqueline Bowen,Somewhat simple for those of us used to Elizabeth George or le Carre.  Character are flat; location and native american focus interesting.
246,246,4,A2N1PDKJCNV61O,0002005263,SusanB,This is one of HIllerman's novels that I probably won't be re-reading.  It was good but not at the top of my list.  I did like it better than Finding Moon.
247,247,5,A2IQPJZ5H4OE1G,0002005263,Fannish,"Okay, I'm a Hillerman fan. I always enjoy the peeks into southwestern native American culture with a good mystery woven in."
248,248,5,A1KW14CRGL4VHI,0002005263,Betsy J Yost,"I came across an old copy of a Tony Hillerman book that our library was discarding.  I took it home to read, and I was hooked.  I bought all his other books and have read them in chronological order.  Enjoyed every minute of reading every book."
249,249,4,A1GWI6951C8DNP,0002005263,Fillin&#039; Buckets,"a gift to the aging grandma. She enjoys this author very much, what  a bonus to find it in large print."
